record type,place id,place name,place description,at street abbr,on street abbr,district name,place type
4,6006,SN6006,EB Deer Springs after Durango,AtStreetAbbr6006,OnStreetAbbr6006,DistrictName6006,0
4,6028,SN6028,South Strip Transit Terminal Bay 3,AtStreetAbbr6028,OnStreetAbbr6028,DistrictName6028,0
4,6029,SN6029,South Strip Transit Terminal Bay 4,AtStreetAbbr6029,OnStreetAbbr6029,DistrictName6029,0
4,6031,SN6031,South Strip Transit Terminal Bay 6,AtStreetAbbr6031,OnStreetAbbr6031,DistrictName6031,0
4,6038,SN6038,South Strip Transit Terminal Bay 13,AtStreetAbbr6038,OnStreetAbbr6038,DistrictName6038,0
4,6039,SN6039,South Strip Transit Terminal Bay 14,AtStreetAbbr6039,OnStreetAbbr6039,DistrictName6039,0
4,6040,SN6040,South Strip Transit Terminal Bay 15,AtStreetAbbr6040,OnStreetAbbr6040,DistrictName6040,0
4,6042,SN6042,South Strip Transit Terminal Bay 17,AtStreetAbbr6042,OnStreetAbbr6042,DistrictName6042,0
4,6043,SN6043,South Strip Transit Terminal Bay 18,AtStreetAbbr6043,OnStreetAbbr6043,DistrictName6043,0
4,6064,SN6064,SB Cabana after Vegas Valley,AtStreetAbbr6064,OnStreetAbbr6064,DistrictName6064,0
4,6083,SN6083,NB Rainbow after Warm Springs,AtStreetAbbr6083,OnStreetAbbr6083,DistrictName6083,0
4,6087,SN6087,NB Valley View after Russell,AtStreetAbbr6087,OnStreetAbbr6087,DistrictName6087,0
4,6127,SN6127,SB Rainbow before Badura,AtStreetAbbr6127,OnStreetAbbr6127,DistrictName6127,0
4,6137,SN6137,EB Lake Mead after Simmons,AtStreetAbbr6137,OnStreetAbbr6137,DistrictName6137,0
4,6142,SN6142,NB 4th after Carson,AtStreetAbbr6142,OnStreetAbbr6142,DistrictName6142,0
4,6144,SN6144,Westcliff Transit Center,AtStreetAbbr6144,OnStreetAbbr6144,DistrictName6144,0
4,6145,SN6145,SB Durango after Westcliff,AtStreetAbbr6145,OnStreetAbbr6145,DistrictName6145,0
4,6148,SN6148,NB Durango after Charleston,AtStreetAbbr6148,OnStreetAbbr6148,DistrictName6148,0
4,6156,SN6156,SB Casino Center before Garces,AtStreetAbbr6156,OnStreetAbbr6156,DistrictName6156,0
4,6157,SN6157,WB Garces after Casino Center,AtStreetAbbr6157,OnStreetAbbr6157,DistrictName6157,0
4,6158,SN6158,SB Casino Center after Bonneville,AtStreetAbbr6158,OnStreetAbbr6158,DistrictName6158,0
4,6159,SN6159,EB Bonneville after 1st,AtStreetAbbr6159,OnStreetAbbr6159,DistrictName6159,0
4,6201,SN6201,EB Carson after 4th,AtStreetAbbr6201,OnStreetAbbr6201,DistrictName6201,0
4,6206,SN6206,SDX Nb Gr Centr at LV Prm Outlts-No,AtStreetAbbr6206,OnStreetAbbr6206,DistrictName6206,0
4,6214,SN6214,Bonneville Transit Center Bay 2,AtStreetAbbr6214,OnStreetAbbr6214,DistrictName6214,0
4,6215,SN6215,Bonneville Transit Center Bay 3,AtStreetAbbr6215,OnStreetAbbr6215,DistrictName6215,0
4,6216,SN6216,Bonneville Transit Center Bay 4,AtStreetAbbr6216,OnStreetAbbr6216,DistrictName6216,0
4,6218,SN6218,Bonneville Transit Center Bay 6,AtStreetAbbr6218,OnStreetAbbr6218,DistrictName6218,0
4,6220,SN6220,Bonneville Transit Center Bay 8,AtStreetAbbr6220,OnStreetAbbr6220,DistrictName6220,0
4,6221,SN6221,Bonneville Transit Center Bay 9,AtStreetAbbr6221,OnStreetAbbr6221,DistrictName6221,0
4,6222,SN6222,Bonneville Transit Center Bay 10,AtStreetAbbr6222,OnStreetAbbr6222,DistrictName6222,0
4,6224,SN6224,Bonneville Transit Center Bay 12,AtStreetAbbr6224,OnStreetAbbr6224,DistrictName6224,0
4,6226,SN6226,Bonneville Transit Center Bay 14,AtStreetAbbr6226,OnStreetAbbr6226,DistrictName6226,0
4,6228,SN6228,Bonneville Transit Center Bay 16,AtStreetAbbr6228,OnStreetAbbr6228,DistrictName6228,0
4,6238,SN6238,NB Las Vegas after Warm Springs,AtStreetAbbr6238,OnStreetAbbr6238,DistrictName6238,0
4,6240,SN6240,EB Reno after Las Vegas,AtStreetAbbr6240,OnStreetAbbr6240,DistrictName6240,0
4,6241,SN6241,SB Fremont before Charleston,AtStreetAbbr6241,OnStreetAbbr6241,DistrictName6241,0
4,6242,SN6242,SB Boulder after Sahara,AtStreetAbbr6242,OnStreetAbbr6242,DistrictName6242,0
4,6243,SN6243,SB Boulder after Desert Inn,AtStreetAbbr6243,OnStreetAbbr6243,DistrictName6243,0
4,6245,SN6245,SB Boulder before Tropicana,AtStreetAbbr6245,OnStreetAbbr6245,DistrictName6245,0
4,6246,SN6246,SB Boulder after Sunset,AtStreetAbbr6246,OnStreetAbbr6246,DistrictName6246,0
4,6250,SN6250,EB Paradise Hills after Compassion,AtStreetAbbr6250,OnStreetAbbr6250,DistrictName6250,0
4,6252,SN6252,NB Boulder after Sunset,AtStreetAbbr6252,OnStreetAbbr6252,DistrictName6252,0
4,6253,SN6253,SB Boulder before Lake Mead,AtStreetAbbr6253,OnStreetAbbr6253,DistrictName6253,0
4,6262,SN6262,SB Water after Atlantic,AtStreetAbbr6262,OnStreetAbbr6262,DistrictName6262,0
4,6282,SN6282,EB Stewart after 4th,AtStreetAbbr6282,OnStreetAbbr6282,DistrictName6282,0
4,6297,SN6297,WB Warm Springs before Las Vegas,AtStreetAbbr6297,OnStreetAbbr6297,DistrictName6297,0
4,6327,SN6327,NB Dean Martin before Blue Diamond,AtStreetAbbr6327,OnStreetAbbr6327,DistrictName6327,0
4,6347,SN6347,WB Clark after 4th,AtStreetAbbr6347,OnStreetAbbr6347,DistrictName6347,0
4,6348,SN6348,NB Eastern after Serene,AtStreetAbbr6348,OnStreetAbbr6348,DistrictName6348,0
4,6353,SN6353,NB Losee after Craig,AtStreetAbbr6353,OnStreetAbbr6353,DistrictName6353,0
4,6355,SN6355,EB Ann after Losee,AtStreetAbbr6355,OnStreetAbbr6355,DistrictName6355,0
4,6358,SN6358,NLV VA Medical Ctr On Property Stop,AtStreetAbbr6358,OnStreetAbbr6358,DistrictName6358,0
4,6361,SN6361,SB Losee after Ann,AtStreetAbbr6361,OnStreetAbbr6361,DistrictName6361,0
4,6370,SN6370,WB Silverado Ranch after LV Blvd,AtStreetAbbr6370,OnStreetAbbr6370,DistrictName6370,0
4,6377,SN6377,NB Eastern after Horizon Ridge,AtStreetAbbr6377,OnStreetAbbr6377,DistrictName6377,0
4,6380,SN6380,UNLV Transit Center,AtStreetAbbr6380,OnStreetAbbr6380,DistrictName6380,0
4,6386,SN6386,NB Stephanie after American Pacific,AtStreetAbbr6386,OnStreetAbbr6386,DistrictName6386,0
4,6390,SN6390,WB Conestoga before Nevada State,AtStreetAbbr6390,OnStreetAbbr6390,DistrictName6390,0
4,6397,SN6397,EB Bonneville after 4th,AtStreetAbbr6397,OnStreetAbbr6397,DistrictName6397,0
4,6398,SN6398,SB Valley View after Sahara,AtStreetAbbr6398,OnStreetAbbr6398,DistrictName6398,0
4,6417,SN6417,NB Fort Apache after Sunset,AtStreetAbbr6417,OnStreetAbbr6417,DistrictName6417,0
4,6421,SN6421,NB Fort Apache after Tropicana,AtStreetAbbr6421,OnStreetAbbr6421,DistrictName6421,0
4,6425,SN6425,NB Fort Apache after Flamingo,AtStreetAbbr6425,OnStreetAbbr6425,DistrictName6425,0
4,6429,SN6429,NB Fort Apache after Desert Inn,AtStreetAbbr6429,OnStreetAbbr6429,DistrictName6429,0
4,6437,SN6437,NB Buffalo after Lake Mead,AtStreetAbbr6437,OnStreetAbbr6437,DistrictName6437,0
4,6448,SN6448,SB Buffalo after Lake Mead,AtStreetAbbr6448,OnStreetAbbr6448,DistrictName6448,0
4,6451,SN6451,SB Fort Apache after Desert Inn,AtStreetAbbr6451,OnStreetAbbr6451,DistrictName6451,0
4,6456,SN6456,SB Fort Apache after Tropicana,AtStreetAbbr6456,OnStreetAbbr6456,DistrictName6456,0
4,6471,SN6471,EB Warm Springs after Durango,AtStreetAbbr6471,OnStreetAbbr6471,DistrictName6471,0
4,6479,SN6479,NB Pavilion Ctr at Summerlin Centre,AtStreetAbbr6479,OnStreetAbbr6479,DistrictName6479,0
4,6480,SN6480,NB Pavilion Ctr after Summerlin Ctr,AtStreetAbbr6480,OnStreetAbbr6480,DistrictName6480,0
4,6481,SN6481,EB Cheyenne after Rampart,AtStreetAbbr6481,OnStreetAbbr6481,DistrictName6481,0
4,6501,SN6501,NB Rancho after Sahara,AtStreetAbbr6501,OnStreetAbbr6501,DistrictName6501,0
4,6521,SN6521,SB Main after Ogden,AtStreetAbbr6521,OnStreetAbbr6521,DistrictName6521,0
4,6524,SN6524,NB Simmons after Cheyenne,AtStreetAbbr6524,OnStreetAbbr6524,DistrictName6524,0
4,6530,SN6530,NB Main after Bridger,AtStreetAbbr6530,OnStreetAbbr6530,DistrictName6530,0
4,6534,SN6534,NB Durango after Warm Springs,AtStreetAbbr6534,OnStreetAbbr6534,DistrictName6534,0
4,6535,SN6535,NB Durango after Sunset,AtStreetAbbr6535,OnStreetAbbr6535,DistrictName6535,0
4,6536,SN6536,SB Durango after Sunset,AtStreetAbbr6536,OnStreetAbbr6536,DistrictName6536,0
4,6537,SN6537,SB Durango after Tropicana,AtStreetAbbr6537,OnStreetAbbr6537,DistrictName6537,0
4,6538,SN6538,NB Durango after Sahara,AtStreetAbbr6538,OnStreetAbbr6538,DistrictName6538,0
4,6539,SN6539,SB Durango after Sahara,AtStreetAbbr6539,OnStreetAbbr6539,DistrictName6539,0
4,6540,SN6540,SB Durango after Charleston,AtStreetAbbr6540,OnStreetAbbr6540,DistrictName6540,0
4,6541,SN6541,NB Buffalo before Cheyenne,AtStreetAbbr6541,OnStreetAbbr6541,DistrictName6541,0
4,6542,SN6542,NB Durango after Cheyenne,AtStreetAbbr6542,OnStreetAbbr6542,DistrictName6542,0
4,6543,SN6543,EB Sunset after Decatur,AtStreetAbbr6543,OnStreetAbbr6543,DistrictName6543,0
4,6544,SN6544,SB Fort Apache after Sunset,AtStreetAbbr6544,OnStreetAbbr6544,DistrictName6544,0
4,6545,SN6545,EB Sunset after Fort Apache,AtStreetAbbr6545,OnStreetAbbr6545,DistrictName6545,0
4,6547,SN6547,WB Vegas after Durango,AtStreetAbbr6547,OnStreetAbbr6547,DistrictName6547,0
4,6548,SN6548,EB Vegas after Mize,AtStreetAbbr6548,OnStreetAbbr6548,DistrictName6548,0
4,6549,SN6549,WB Alta before Rampart,AtStreetAbbr6549,OnStreetAbbr6549,DistrictName6549,0
4,6551,SN6551,RTC Mobility Training Ctr at SMF,AtStreetAbbr6551,OnStreetAbbr6551,DistrictName6551,0
4,6552,SN6552,SSTT Exit,AtStreetAbbr6552,OnStreetAbbr6552,DistrictName6552,0
4,6635,SN6635,EB Lake Mead after Rampart,AtStreetAbbr6635,OnStreetAbbr6635,DistrictName6635,0
4,6640,SN6640,McCarran Airprt T3 On Property Stop,AtStreetAbbr6640,OnStreetAbbr6640,DistrictName6640,0
4,6646,SN6646,SB Buffalo before Cheyenne,AtStreetAbbr6646,OnStreetAbbr6646,DistrictName6646,0
4,6647,SN6647,SB Pecos before Flamingo,AtStreetAbbr6647,OnStreetAbbr6647,DistrictName6647,0
4,6650,SN6650,NB Rainbow after Windmill,AtStreetAbbr6650,OnStreetAbbr6650,DistrictName6650,0
4,6651,SN6651,SB Paradise after Warm Springs,AtStreetAbbr6651,OnStreetAbbr6651,DistrictName6651,0
4,6652,SN6652,SB Maryland after Wigwam,AtStreetAbbr6652,OnStreetAbbr6652,DistrictName6652,0
4,6653,SN6653,EB Horizon Ridge after Eastern,AtStreetAbbr6653,OnStreetAbbr6653,DistrictName6653,0
4,6654,SN6654,SB Green Valley after Paseo Verde,AtStreetAbbr6654,OnStreetAbbr6654,DistrictName6654,0
4,6657,SN6657,NB Maryland after Silverado Ranch,AtStreetAbbr6657,OnStreetAbbr6657,DistrictName6657,0
4,6658,SN6658,NB Maryland after Wigwam,AtStreetAbbr6658,OnStreetAbbr6658,DistrictName6658,0
4,6659,SN6659,NB Paradise before Warm Springs,AtStreetAbbr6659,OnStreetAbbr6659,DistrictName6659,0
4,6661,SN6661,EB Galleria before Boulder,AtStreetAbbr6661,OnStreetAbbr6661,DistrictName6661,0
4,6671,SN6671,SB Jones after Robindale,AtStreetAbbr6671,OnStreetAbbr6671,DistrictName6671,0
4,6683,SN6683,EB Russell after Fort Apache,AtStreetAbbr6683,OnStreetAbbr6683,DistrictName6683,0
4,6688,SN6688,OCallaghan Fed Hosp at Range Rd,AtStreetAbbr6688,OnStreetAbbr6688,DistrictName6688,0
4,6689,SN6689,EB Tropicana before Fort Apache,AtStreetAbbr6689,OnStreetAbbr6689,DistrictName6689,0
4,6690,SN6690,WB Russell after Fort Apache,AtStreetAbbr6690,OnStreetAbbr6690,DistrictName6690,0
4,6692,SN6692,WB Galleria after Boulder,AtStreetAbbr6692,OnStreetAbbr6692,DistrictName6692,0
4,6694,SN6694,NB Maryland after St Rose,AtStreetAbbr6694,OnStreetAbbr6694,DistrictName6694,0
4,6747,SN6747,EB Patrick after Pioneer,AtStreetAbbr6747,OnStreetAbbr6747,DistrictName6747,0
4,6775,SN6775,NB Pecos before Craig,AtStreetAbbr6775,OnStreetAbbr6775,DistrictName6775,0
4,6776,SN6776,NB 5th after Rome,AtStreetAbbr6776,OnStreetAbbr6776,DistrictName6776,0
4,6777,SN6777,WB Centennial after Commerce,AtStreetAbbr6777,OnStreetAbbr6777,DistrictName6777,0
4,6778,SN6778,WB Carson before Las Vegas,AtStreetAbbr6778,OnStreetAbbr6778,DistrictName6778,0
4,6808,SN6808,EB Bonneville before Casino Center,AtStreetAbbr6808,OnStreetAbbr6808,DistrictName6808,0
4,6809,SN6809,EB Russell after Whitney Ranch,AtStreetAbbr6809,OnStreetAbbr6809,DistrictName6809,0
4,6824,SN6824,EB Warm Springs after Woodside,AtStreetAbbr6824,OnStreetAbbr6824,DistrictName6824,0
4,6840,SN6840,WB Lake Mead after Boulder,AtStreetAbbr6840,OnStreetAbbr6840,DistrictName6840,0
4,6861,SN6861,SB Valley View after Tropicana,AtStreetAbbr6861,OnStreetAbbr6861,DistrictName6861,0
4,6865,SN6865,NB Valley View after Tropicana,AtStreetAbbr6865,OnStreetAbbr6865,DistrictName6865,0
4,6867,SN6867,NB Grnd Central at LV Prem Outl-Nor,AtStreetAbbr6867,OnStreetAbbr6867,DistrictName6867,0
4,6868,SN6868,SB Decatur after Sunset,AtStreetAbbr6868,OnStreetAbbr6868,DistrictName6868,0
4,6876,SN6876,SB Rainbow be before Windmill,AtStreetAbbr6876,OnStreetAbbr6876,DistrictName6876,0
4,6881,SN6881,SB Jones after Tropicana,AtStreetAbbr6881,OnStreetAbbr6881,DistrictName6881,0
4,6886,SN6886,SB Jones after Sunset,AtStreetAbbr6886,OnStreetAbbr6886,DistrictName6886,0
4,6896,SN6896,NB Jones after Windmill,AtStreetAbbr6896,OnStreetAbbr6896,DistrictName6896,0
4,6900,SN6900,NB Jones after Sunset,AtStreetAbbr6900,OnStreetAbbr6900,DistrictName6900,0
4,6907,SN6907,NB Decatur after Elkhorn,AtStreetAbbr6907,OnStreetAbbr6907,DistrictName6907,0
4,6919,SN6919,WB St Rose after Maryland,AtStreetAbbr6919,OnStreetAbbr6919,DistrictName6919,0
4,6921,SN6921,SB Raiders after St Rose,AtStreetAbbr6921,OnStreetAbbr6921,DistrictName6921,0
4,6926,SN6926,SB Chaparral before Volunteer,AtStreetAbbr6926,OnStreetAbbr6926,DistrictName6926,0
4,6930,SN6930,EB Barbara after las Vegas Blvd,AtStreetAbbr6930,OnStreetAbbr6930,DistrictName6930,0
4,6932,SN6932,SB Gilespie after Barbara,AtStreetAbbr6932,OnStreetAbbr6932,DistrictName6932,0
4,6937,SN6937,NB Las Vegas after Volunteer,AtStreetAbbr6937,OnStreetAbbr6937,DistrictName6937,0
4,6938,SN6938,EB Ann after Rainbow,AtStreetAbbr6938,OnStreetAbbr6938,DistrictName6938,0
4,6945,SN6945,EB Ann after Decatur,AtStreetAbbr6945,OnStreetAbbr6945,DistrictName6945,0
4,6961,SN6961,SB Lamb before Nexus,AtStreetAbbr6961,OnStreetAbbr6961,DistrictName6961,0
4,6966,SN6966,NB Sloan before Tropical,AtStreetAbbr6966,OnStreetAbbr6966,DistrictName6966,0
4,6970,SN6970,WB Centennial after Hollywood,AtStreetAbbr6970,OnStreetAbbr6970,DistrictName6970,0
4,6975,SN6975,SB Sloan after Tropical,AtStreetAbbr6975,OnStreetAbbr6975,DistrictName6975,0
4,6981,SN6981,NB Lamb after Nexus,AtStreetAbbr6981,OnStreetAbbr6981,DistrictName6981,0
4,6990,SN6990,WB Ann after Losee,AtStreetAbbr6990,OnStreetAbbr6990,DistrictName6990,0
4,6996,SN6996,WB Ann after Simmons,AtStreetAbbr6996,OnStreetAbbr6996,DistrictName6996,0
4,7006,SN7006,NB Rainbow after Blue Diamond,AtStreetAbbr7006,OnStreetAbbr7006,DistrictName7006,0
4,7011,SN7011,SB Ft Apache before Huntington Cove,AtStreetAbbr7011,OnStreetAbbr7011,DistrictName7011,0
4,7020,SN7020,NB Ft Apache after Sherwood Greens,AtStreetAbbr7020,OnStreetAbbr7020,DistrictName7020,0
4,7022,SN7022,SB Durango after Warm Springs,AtStreetAbbr7022,OnStreetAbbr7022,DistrictName7022,0
4,7029,SN7029,NB Durango after Blue Diamond,AtStreetAbbr7029,OnStreetAbbr7029,DistrictName7029,0
4,7031,SN7031,SB Durango after Agate,AtStreetAbbr7031,OnStreetAbbr7031,DistrictName7031,0
4,7045,SN7045,WB Cactus after Decatur,AtStreetAbbr7045,OnStreetAbbr7045,DistrictName7045,0
4,7051,SN7051,WB Cactus after Rainbow,AtStreetAbbr7051,OnStreetAbbr7051,DistrictName7051,0
4,7059,SN7059,NB Buffalo after Gomer,AtStreetAbbr7059,OnStreetAbbr7059,DistrictName7059,0
4,7063,SN7063,SB Durango after Blue Diamond,AtStreetAbbr7063,OnStreetAbbr7063,DistrictName7063,0
4,7074,SN7074,NB Durango before Blue Diamond,AtStreetAbbr7074,OnStreetAbbr7074,DistrictName7074,0
4,7078,SN7078,SB Buffalo after Gomer,AtStreetAbbr7078,OnStreetAbbr7078,DistrictName7078,0
4,7085,SN7085,EB Cactus after Rainbow,AtStreetAbbr7085,OnStreetAbbr7085,DistrictName7085,0
4,7089,SN7089,EB Cactus after Southern Highlands,AtStreetAbbr7089,OnStreetAbbr7089,DistrictName7089,0
4,7103,SN7103,NB Decatur after Blue Diamond,AtStreetAbbr7103,OnStreetAbbr7103,DistrictName7103,0
4,7111,SN7111,EB Tropical after Centennial Center,AtStreetAbbr7111,OnStreetAbbr7111,DistrictName7111,0
4,7115,SN7115,NB Grand Montecito after Ace,AtStreetAbbr7115,OnStreetAbbr7115,DistrictName7115,0
4,7119,SN7119,NB Fort Apache after Farm,AtStreetAbbr7119,OnStreetAbbr7119,DistrictName7119,0
4,7125,SN7125,WB Skye Canyn Prk after Grand Canyn,AtStreetAbbr7125,OnStreetAbbr7125,DistrictName7125,0
4,7134,SN7134,EB Farm after Fort Apache,AtStreetAbbr7134,OnStreetAbbr7134,DistrictName7134,0
4,7137,SN7137,WB Deer Springs after Durango,AtStreetAbbr7137,OnStreetAbbr7137,DistrictName7137,0
4,7143,SN7143,NB Hualapai after Deer Springs,AtStreetAbbr7143,OnStreetAbbr7143,DistrictName7143,0
4,7155,SN7155,EB Deer Springs after Hualapai,AtStreetAbbr7155,OnStreetAbbr7155,DistrictName7155,0
4,7164,SN7164,EB Cactus after Maryland,AtStreetAbbr7164,OnStreetAbbr7164,DistrictName7164,0
4,7169,SN7169,WB Cactus after Maryland,AtStreetAbbr7169,OnStreetAbbr7169,DistrictName7169,0
4,7183,SN7183,EB Horizon Ridge before Stephanie,AtStreetAbbr7183,OnStreetAbbr7183,DistrictName7183,0
4,7195,SN7195,EB Horizon Ridge before Horizon,AtStreetAbbr7195,OnStreetAbbr7195,DistrictName7195,0
4,7197,SN7197,WB Horizon Ridge after Horizon,AtStreetAbbr7197,OnStreetAbbr7197,DistrictName7197,0
4,7203,SN7203,WB Horizon Ridge after Stephanie,AtStreetAbbr7203,OnStreetAbbr7203,DistrictName7203,0
4,7214,SN7214,WB Paseo Verde after Green Valley,AtStreetAbbr7214,OnStreetAbbr7214,DistrictName7214,0
4,7218,SN7218,EB Skye Canyn Prk after Grand Canyn,AtStreetAbbr7218,OnStreetAbbr7218,DistrictName7218,0
4,7238,SN7238,NB Losee after Ann,AtStreetAbbr7238,OnStreetAbbr7238,DistrictName7238,0
4,7247,SN7247,EB Starr before St Rose,AtStreetAbbr7247,OnStreetAbbr7247,DistrictName7247,0
4,7262,SN7262,Water @ Army (N),AtStreetAbbr7262,OnStreetAbbr7262,DistrictName7262,0
4,20015,SN20015,BTC Stop 1,AtStreetAbbr20015,OnStreetAbbr20015,DistrictName20015,0
4,20016,SN20016,BTC Stop 2,AtStreetAbbr20016,OnStreetAbbr20016,DistrictName20016,0
4,10001,IBMF,Simmons,,,,1
4,10002,SMF,Sunset,,,,1
